Time[s] TxPosX[m] TxPosY[m] RxPosX[m] RxPosY[m] ChannelState SNR[dB] Pathloss[dB]
10120 6.81865e+06 -2.25849e+06 3.7825e+06 585996 0 -inf 178.244
10130 6.83554e+06 -2.23024e+06 3.7825e+06 585996 0 -inf 178.294
10140 6.85176e+06 -2.20178e+06 3.7825e+06 585996 0 -inf 178.344
10150 6.86729e+06 -2.17311e+06 3.7825e+06 585996 0 -inf 178.394
10160 6.88215e+06 -2.14424e+06 3.7825e+06 585996 0 -inf 178.443
10170 6.89632e+06 -2.11517e+06 3.7825e+06 585996 0 -inf 178.492
10180 6.90982e+06 -2.08589e+06 3.7825e+06 585996 0 -inf 178.541
10190 6.92263e+06 -2.05641e+06 3.7825e+06 585996 0 -inf 178.591
10200 6.93476e+06 -2.02674e+06 3.7825e+06 585996 0 -inf 178.639
10210 6.9462e+06 -1.99687e+06 3.7825e+06 585996 0 -inf 178.688
10220 6.95696e+06 -1.9668e+06 3.7825e+06 585996 0 -inf 178.737
10230 6.96703e+06 -1.93655e+06 3.7825e+06 585996 0 -inf 178.785
10240 6.97642e+06 -1.9061e+06 3.7825e+06 585996 0 -inf 178.833
10250 6.98511e+06 -1.87547e+06 3.7825e+06 585996 0 -inf 178.881
10260 6.99312e+06 -1.84466e+06 3.7825e+06 585996 0 -inf 245.701
10270 7.00044e+06 -1.81366e+06 3.7825e+06 585996 0 -inf 241.508
10280 7.00707e+06 -1.78248e+06 3.7825e+06 585996 0 -inf 239.112
10290 7.01301e+06 -1.75112e+06 3.7825e+06 585996 0 -inf 245.78
10300 7.01826e+06 -1.71959e+06 3.7825e+06 585996 0 -inf 239.367
10310 7.02282e+06 -1.68789e+06 3.7825e+06 585996 0 -inf 244.448
10320 7.02669e+06 -1.65601e+06 3.7825e+06 585996 0 -inf 246.711
10330 7.02987e+06 -1.62396e+06 3.7825e+06 585996 0 -inf 247.882
10340 7.03236e+06 -1.59175e+06 3.7825e+06 585996 0 -inf 242.863
10350 7.03416e+06 -1.55938e+06 3.7825e+06 585996 0 -inf 243.742
10360 7.03526e+06 -1.52684e+06 3.7825e+06 585996 0 -inf 245.43
10370 7.03568e+06 -1.49415e+06 3.7825e+06 585996 0 -inf 241.914
10380 7.03541e+06 -1.46129e+06 3.7825e+06 585996 0 -inf 244.804
10390 7.03444e+06 -1.42829e+06 3.7825e+06 585996 0 -inf 245.251
10400 7.03279e+06 -1.39513e+06 3.7825e+06 585996 0 -inf 247.303
10410 7.03044e+06 -1.36182e+06 3.7825e+06 585996 0 -inf 252.891
10420 7.02741e+06 -1.32837e+06 3.7825e+06 585996 0 -inf 252.519
10430 7.02369e+06 -1.29477e+06 3.7825e+06 585996 0 -inf 247.832
10440 7.01928e+06 -1.26103e+06 3.7825e+06 585996 0 -inf 244.826
10450 7.01419e+06 -1.22715e+06 3.7825e+06 585996 0 -inf 246.765
10460 7.00841e+06 -1.19313e+06 3.7825e+06 585996 0 -inf 241.421
10470 7.00194e+06 -1.15898e+06 3.7825e+06 585996 0 -inf 248.496
10480 6.99479e+06 -1.1247e+06 3.7825e+06 585996 0 -inf 245.639
10490 6.98695e+06 -1.09029e+06 3.7825e+06 585996 0 -inf 250.939
10500 6.97844e+06 -1.05575e+06 3.7825e+06 585996 0 -inf 246.504
10510 6.96924e+06 -1.02109e+06 3.7825e+06 585996 0 -inf 246.593
10520 6.95936e+06 -986311 3.7825e+06 585996 0 -inf 254.623
10530 6.9488e+06 -951411 3.7825e+06 585996 0 -inf 245.966
10540 6.93757e+06 -916395 3.7825e+06 585996 0 -inf 243.188
10550 6.92566e+06 -881267 3.7825e+06 585996 0 -inf 247.101
10560 6.91307e+06 -846029 3.7825e+06 585996 0 -inf 247.48
10570 6.89981e+06 -810682 3.7825e+06 585996 0 -inf 242.092
10580 6.88588e+06 -775231 3.7825e+06 585996 0 -inf 244.519
10590 6.87128e+06 -739678 3.7825e+06 585996 0 -inf 251.984
10600 6.85601e+06 -704026 3.7825e+06 585996 0 -inf 249.089
10610 6.84007e+06 -668277 3.7825e+06 585996 0 -inf 250.554
10620 6.82347e+06 -632435 3.7825e+06 585996 0 -inf 255.209
10630 6.80621e+06 -596501 3.7825e+06 585996 0 -inf 245.102
10640 6.78829e+06 -560479 3.7825e+06 585996 0 -inf 249.986
10650 6.7697e+06 -524372 3.7825e+06 585996 0 -inf 252.774
10660 6.75047e+06 -488182 3.7825e+06 585996 0 -inf 248.153
10670 6.73057e+06 -451913 3.7825e+06 585996 0 -inf 249.176
10680 6.71003e+06 -415567 3.7825e+06 585996 0 -inf 240.553
10690 6.68883e+06 -379147 3.7825e+06 585996 0 -inf 247.59
10700 6.66699e+06 -342655 3.7825e+06 585996 0 -inf 253.139
10710 6.6445e+06 -306096 3.7825e+06 585996 0 -inf 251.421
10720 6.62137e+06 -269471 3.7825e+06 585996 0 -inf 252.42
10730 6.5976e+06 -232784 3.7825e+06 585996 0 -inf 249.37
10740 6.57319e+06 -196037 3.7825e+06 585996 0 -inf 246.401
10750 6.54814e+06 -159234 3.7825e+06 585996 0 -inf 256.96
10760 6.52247e+06 -122377 3.7825e+06 585996 0 -inf 242.686
10770 6.49616e+06 -85469.1 3.7825e+06 585996 0 -inf 246.814
10780 6.46923e+06 -48513.6 3.7825e+06 585996 0 -inf 244.813
10790 6.44168e+06 -11513.3 3.7825e+06 585996 0 -inf 249.212
10800 6.4135e+06 25528.9 3.7825e+06 585996 0 -inf 252.955
10810 6.38471e+06 62609.9 3.7825e+06 585996 0 -inf 255.214
10820 6.35531e+06 99726.8 3.7825e+06 585996 0 -inf 253.21
10830 6.32529e+06 136877 3.7825e+06 585996 0 -inf 247.404
10840 6.29466e+06 174056 3.7825e+06 585996 0 -inf 249.191
10850 6.26343e+06 211263 3.7825e+06 585996 0 -inf 249.592
10860 6.2316e+06 248493 3.7825e+06 585996 0 -inf 241.188
10870 6.19917e+06 285745 3.7825e+06 585996 0 -inf 247.536
10880 6.16615e+06 323014 3.7825e+06 585996 0 -inf 250.086
10890 6.13253e+06 360298 3.7825e+06 585996 0 -inf 253.745
10900 6.09833e+06 397593 3.7825e+06 585996 0 -inf 247.883
10910 6.06355e+06 434898 3.7825e+06 585996 0 -inf 248.547
10920 6.02818e+06 472208 3.7825e+06 585996 0 -inf 248.411
10930 5.99224e+06 509520 3.7825e+06 585996 0 -inf 250.223
10940 5.95572e+06 546832 3.7825e+06 585996 0 -inf 254.418
10950 5.91864e+06 584141 3.7825e+06 585996 0 -inf 250.96
10960 5.88099e+06 621443 3.7825e+06 585996 0 -inf 245.756
10970 5.84279e+06 658735 3.7825e+06 585996 0 -inf 246.018
10980 5.80402e+06 696015 3.7825e+06 585996 0 -inf 253.521
10990 5.7647e+06 733279 3.7825e+06 585996 0 -inf 250.437
11000 5.72484e+06 770523 3.7825e+06 585996 0 -inf 248.01
11010 5.68443e+06 807746 3.7825e+06 585996 0 -inf 255.212
11020 5.64348e+06 844944 3.7825e+06 585996 0 -inf 253.042
11030 5.60199e+06 882113 3.7825e+06 585996 0 -inf 251.798
11040 5.55997e+06 919251 3.7825e+06 585996 0 -inf 250.134
11050 5.51743e+06 956355 3.7825e+06 585996 0 -inf 247.416
11060 5.47436e+06 993421 3.7825e+06 585996 0 -inf 250.28
11070 5.43077e+06 1.03045e+06 3.7825e+06 585996 0 -inf 252.376
11080 5.38667e+06 1.06743e+06 3.7825e+06 585996 0 -inf 259.554
11090 5.34206e+06 1.10436e+06 3.7825e+06 585996 0 -inf 243.646
11100 5.29695e+06 1.14125e+06 3.7825e+06 585996 0 -inf 254.919
11110 5.25134e+06 1.17808e+06 3.7825e+06 585996 0 -inf 251.559
11120 5.20523e+06 1.21485e+06 3.7825e+06 585996 0 -inf 247.177
11130 5.15863e+06 1.25157e+06 3.7825e+06 585996 0 -inf 246.261
11140 5.11155e+06 1.28822e+06 3.7825e+06 585996 0 -inf 253.123
11150 5.06398e+06 1.32481e+06 3.7825e+06 585996 0 -inf 259.761
11160 5.01594e+06 1.36133e+06 3.7825e+06 585996 0 -inf 254.677
11170 4.96743e+06 1.39778e+06 3.7825e+06 585996 0 -inf 250.877
11180 4.91845e+06 1.43415e+06 3.7825e+06 585996 0 -inf 250.009
11190 4.86902e+06 1.47045e+06 3.7825e+06 585996 0 -inf 252.012
11200 4.81912e+06 1.50666e+06 3.7825e+06 585996 0 -inf 249.496
11210 4.76878e+06 1.54279e+06 3.7825e+06 585996 0 -inf 246.966
11220 4.71799e+06 1.57883e+06 3.7825e+06 585996 0 -inf 253.071
11230 4.66676e+06 1.61478e+06 3.7825e+06 585996 0 -inf 250.001
11240 4.61509e+06 1.65064e+06 3.7825e+06 585996 0 -inf 249.486
11250 4.563e+06 1.6864e+06 3.7825e+06 585996 0 -inf 245.002
11260 4.51048e+06 1.72206e+06 3.7825e+06 585996 0 -inf 245.139
11270 4.45754e+06 1.75762e+06 3.7825e+06 585996 0 -inf 249.577
11280 4.40419e+06 1.79307e+06 3.7825e+06 585996 0 -inf 250.619
11290 4.35043e+06 1.82841e+06 3.7825e+06 585996 0 -inf 255.435
11300 4.29627e+06 1.86364e+06 3.7825e+06 585996 0 -inf 263.692
11310 4.24171e+06 1.89876e+06 3.7825e+06 585996 0 -inf 257.849
11320 4.18675e+06 1.93376e+06 3.7825e+06 585996 0 -inf 254.093
11330 4.13142e+06 1.96863e+06 3.7825e+06 585996 0 -inf 247.399
11340 4.0757e+06 2.00338e+06 3.7825e+06 585996 0 -inf 251.203
11350 4.0196e+06 2.03801e+06 3.7825e+06 585996 0 -inf 248.387
11360 3.96314e+06 2.0725e+06 3.7825e+06 585996 0 -inf 250.839
11370 3.90632e+06 2.10686e+06 3.7825e+06 585996 0 -inf 248.201
11380 3.84913e+06 2.14108e+06 3.7825e+06 585996 0 -inf 247.686
11390 3.7916e+06 2.17517e+06 3.7825e+06 585996 0 -inf 251.194
11400 3.73372e+06 2.20911e+06 3.7825e+06 585996 0 -inf 257.306
11410 3.67549e+06 2.2429e+06 3.7825e+06 585996 0 -inf 252.235
11420 3.61694e+06 2.27654e+06 3.7825e+06 585996 0 -inf 258.031
11430 3.55805e+06 2.31004e+06 3.7825e+06 585996 0 -inf 245.192
11440 3.49885e+06 2.34338e+06 3.7825e+06 585996 0 -inf 245.906
11450 3.43932e+06 2.37656e+06 3.7825e+06 585996 0 -inf 256.602
11460 3.37949e+06 2.40958e+06 3.7825e+06 585996 0 -inf 248.495
11470 3.31935e+06 2.44243e+06 3.7825e+06 585996 0 -inf 251.678
11480 3.25891e+06 2.47512e+06 3.7825e+06 585996 0 -inf 250.643
11490 3.19818e+06 2.50764e+06 3.7825e+06 585996 0 -inf 252.583
11500 3.13717e+06 2.53998e+06 3.7825e+06 585996 0 -inf 263.133
11510 3.07587e+06 2.57215e+06 3.7825e+06 585996 0 -inf 243.972
11520 3.0143e+06 2.60415e+06 3.7825e+06 585996 0 -inf 252.852
11530 2.95246e+06 2.63596e+06 3.7825e+06 585996 0 -inf 245.931
11540 2.89036e+06 2.66758e+06 3.7825e+06 585996 0 -inf 250.687
11550 2.82801e+06 2.69902e+06 3.7825e+06 585996 0 -inf 255.55
11560 2.7654e+06 2.73027e+06 3.7825e+06 585996 0 -inf 251.833
11570 2.70255e+06 2.76132e+06 3.7825e+06 585996 0 -inf 257.281
11580 2.63947e+06 2.79218e+06 3.7825e+06 585996 0 -inf 250.392
11590 2.57615e+06 2.82284e+06 3.7825e+06 585996 0 -inf 254.707
11600 2.51262e+06 2.85329e+06 3.7825e+06 585996 0 -inf 250.373
11610 2.44886e+06 2.88355e+06 3.7825e+06 585996 0 -inf 255.167
11620 2.38489e+06 2.91359e+06 3.7825e+06 585996 0 -inf 258.442
11630 2.32072e+06 2.94342e+06 3.7825e+06 585996 0 -inf 261.071
11640 2.25634e+06 2.97304e+06 3.7825e+06 585996 0 -inf 253.767
11650 2.19178e+06 3.00245e+06 3.7825e+06 585996 0 -inf 251.004
11660 2.12703e+06 3.03164e+06 3.7825e+06 585996 0 -inf 249.248
11670 2.0621e+06 3.0606e+06 3.7825e+06 585996 0 -inf 252.885
11680 1.997e+06 3.08934e+06 3.7825e+06 585996 0 -inf 258.091
11690 1.93173e+06 3.11785e+06 3.7825e+06 585996 0 -inf 255.375
11700 1.8663e+06 3.14614e+06 3.7825e+06 585996 0 -inf 254.264
11710 1.80072e+06 3.17419e+06 3.7825e+06 585996 0 -inf 251.37
11720 1.73499e+06 3.202e+06 3.7825e+06 585996 0 -inf 250.544
11730 1.66912e+06 3.22958e+06 3.7825e+06 585996 0 -inf 249.75
11740 1.60311e+06 3.25692e+06 3.7825e+06 585996 0 -inf 246.604
11750 1.53698e+06 3.28401e+06 3.7825e+06 585996 0 -inf 255.646
11760 1.47073e+06 3.31086e+06 3.7825e+06 585996 0 -inf 258.443
11770 1.40436e+06 3.33746e+06 3.7825e+06 585996 0 -inf 254.29
11780 1.33789e+06 3.3638e+06 3.7825e+06 585996 0 -inf 258.79
11790 1.27131e+06 3.3899e+06 3.7825e+06 585996 0 -inf 249.729
11800 1.20464e+06 3.41574e+06 3.7825e+06 585996 0 -inf 256.007
11810 1.13788e+06 3.44131e+06 3.7825e+06 585996 0 -inf 251.13
11820 1.07104e+06 3.46663e+06 3.7825e+06 585996 0 -inf 254.228
11830 1.00413e+06 3.49169e+06 3.7825e+06 585996 0 -inf 250.902
11840 937141 3.51647e+06 3.7825e+06 585996 0 -inf 257.279
11850 870096 3.54099e+06 3.7825e+06 585996 0 -inf 254.073
11860 802995 3.56524e+06 3.7825e+06 585996 0 -inf 260.553
11870 735846 3.58921e+06 3.7825e+06 585996 0 -inf 252.896
11880 668654 3.61291e+06 3.7825e+06 585996 0 -inf 247.832
11890 601428 3.63632e+06 3.7825e+06 585996 0 -inf 254.428
11900 534172 3.65946e+06 3.7825e+06 585996 0 -inf 249.402
11910 466895 3.68231e+06 3.7825e+06 585996 0 -inf 252.241
11920 399601 3.70488e+06 3.7825e+06 585996 0 -inf 258.834
11930 332299 3.72716e+06 3.7825e+06 585996 0 -inf 253.395
11940 264995 3.74915e+06 3.7825e+06 585996 0 -inf 251.643
11950 197694 3.77084e+06 3.7825e+06 585996 0 -inf 254.471
11960 130405 3.79224e+06 3.7825e+06 585996 0 -inf 261.426
11970 63132.8 3.81335e+06 3.7825e+06 585996 0 -inf 258.192
11980 -4115.3 3.83415e+06 3.7825e+06 585996 0 -inf 250.095
11990 -71332.9 3.85465e+06 3.7825e+06 585996 0 -inf 249.013
12000 -138513 3.87485e+06 3.7825e+06 585996 0 -inf 245.411
12010 -205650 3.89474e+06 3.7825e+06 585996 0 -inf 248.607
12020 -272737 3.91432e+06 3.7825e+06 585996 0 -inf 255.082
12030 -339766 3.9336e+06 3.7825e+06 585996 0 -inf 255.003
12040 -406733 3.95256e+06 3.7825e+06 585996 0 -inf 247.906
12050 -473629 3.9712e+06 3.7825e+06 585996 0 -inf 250.567
12060 -540450 3.98953e+06 3.7825e+06 585996 0 -inf 255.234
12070 -607187 4.00754e+06 3.7825e+06 585996 0 -inf 251.66
12080 -673835 4.02523e+06 3.7825e+06 585996 0 -inf 249.001
12090 -740387 4.04259e+06 3.7825e+06 585996 0 -inf 255.078
12100 -806837 4.05963e+06 3.7825e+06 585996 0 -inf 255.689
12110 -873178 4.07635e+06 3.7825e+06 585996 0 -inf 253.88
12120 -939404 4.09274e+06 3.7825e+06 585996 0 -inf 249.593
12130 -1.00551e+06 4.10879e+06 3.7825e+06 585996 0 -inf 249.13
12140 -1.07148e+06 4.12451e+06 3.7825e+06 585996 0 -inf 245.965
12150 -1.13733e+06 4.1399e+06 3.7825e+06 585996 0 -inf 247.882
12160 -1.20303e+06 4.15495e+06 3.7825e+06 585996 0 -inf 248.221
12170 -1.26858e+06 4.16967e+06 3.7825e+06 585996 0 -inf 252.054
12180 -1.33398e+06 4.18404e+06 3.7825e+06 585996 0 -inf 262.291
12190 -1.39922e+06 4.19808e+06 3.7825e+06 585996 0 -inf 253.382
12200 -1.46429e+06 4.21177e+06 3.7825e+06 585996 0 -inf 249.996
12210 -1.52919e+06 4.22511e+06 3.7825e+06 585996 0 -inf 254.401
12220 -1.59392e+06 4.23811e+06 3.7825e+06 585996 0 -inf 253.016
12230 -1.65845e+06 4.25076e+06 3.7825e+06 585996 0 -inf 255.767
12240 -1.7228e+06 4.26307e+06 3.7825e+06 585996 0 -inf 260.064
12250 -1.78695e+06 4.27502e+06 3.7825e+06 585996 0 -inf 255.534
12260 -1.85089e+06 4.28661e+06 3.7825e+06 585996 0 -inf 252.913
12270 -1.91463e+06 4.29786e+06 3.7825e+06 585996 0 -inf 252.682
12280 -1.97814e+06 4.30874e+06 3.7825e+06 585996 0 -inf 251.931
12290 -2.04144e+06 4.31927e+06 3.7825e+06 585996 0 -inf 248.763
12300 -2.10451e+06 4.32944e+06 3.7825e+06 585996 0 -inf 257.515
12310 -2.16734e+06 4.33925e+06 3.7825e+06 585996 0 -inf 256.494
12320 -2.22994e+06 4.3487e+06 3.7825e+06 585996 0 -inf 254.903
12330 -2.29228e+06 4.35779e+06 3.7825e+06 585996 0 -inf 248.999
12340 -2.35438e+06 4.36651e+06 3.7825e+06 585996 0 -inf 252.221
12350 -2.41622e+06 4.37486e+06 3.7825e+06 585996 0 -inf 261.399
12360 -2.47779e+06 4.38285e+06 3.7825e+06 585996 0 -inf 251.565
12370 -2.53909e+06 4.39047e+06 3.7825e+06 585996 0 -inf 258.241
12380 -2.60012e+06 4.39772e+06 3.7825e+06 585996 0 -inf 250.017
12390 -2.66086e+06 4.40461e+06 3.7825e+06 585996 0 -inf 260.152
12400 -2.72132e+06 4.41111e+06 3.7825e+06 585996 0 -inf 253.662
12410 -2.78148e+06 4.41725e+06 3.7825e+06 585996 0 -inf 253.856
12420 -2.84134e+06 4.42301e+06 3.7825e+06 585996 0 -inf 250.135
12430 -2.9009e+06 4.4284e+06 3.7825e+06 585996 0 -inf 258.753
12440 -2.96015e+06 4.43341e+06 3.7825e+06 585996 0 -inf 259.72
12450 -3.01908e+06 4.43804e+06 3.7825e+06 585996 0 -inf 255.124
12460 -3.07769e+06 4.4423e+06 3.7825e+06 585996 0 -inf 256.282
12470 -3.13597e+06 4.44618e+06 3.7825e+06 585996 0 -inf 258.334
12480 -3.19392e+06 4.44967e+06 3.7825e+06 585996 0 -inf 253.364
12490 -3.25153e+06 4.45279e+06 3.7825e+06 585996 0 -inf 253.057
12500 -3.3088e+06 4.45552e+06 3.7825e+06 585996 0 -inf 258.627
12510 -3.36571e+06 4.45787e+06 3.7825e+06 585996 0 -inf 257.179
12520 -3.42227e+06 4.45984e+06 3.7825e+06 585996 0 -inf 255.203
12530 -3.47848e+06 4.46143e+06 3.7825e+06 585996 0 -inf 252.109
12540 -3.53431e+06 4.46263e+06 3.7825e+06 585996 0 -inf 247.265
12550 -3.58978e+06 4.46344e+06 3.7825e+06 585996 0 -inf 252.738
12560 -3.64486e+06 4.46387e+06 3.7825e+06 585996 0 -inf 248.514
12570 -3.69957e+06 4.46391e+06 3.7825e+06 585996 0 -inf 256.736
12580 -3.75389e+06 4.46357e+06 3.7825e+06 585996 0 -inf 250.038
12590 -3.80782e+06 4.46283e+06 3.7825e+06 585996 0 -inf 257.338
12600 -3.86135e+06 4.46171e+06 3.7825e+06 585996 0 -inf 252.882
12610 -3.91448e+06 4.4602e+06 3.7825e+06 585996 0 -inf 258.854
12620 -3.9672e+06 4.4583e+06 3.7825e+06 585996 0 -inf 251.704
12630 -4.01951e+06 4.45601e+06 3.7825e+06 585996 0 -inf 251.545
12640 -4.07141e+06 4.45333e+06 3.7825e+06 585996 0 -inf 248.082
12650 -4.12288e+06 4.45026e+06 3.7825e+06 585996 0 -inf 254.234
12660 -4.17392e+06 4.4468e+06 3.7825e+06 585996 0 -inf 253.562
12670 -4.22454e+06 4.44295e+06 3.7825e+06 585996 0 -inf 264.16
12680 -4.27471e+06 4.4387e+06 3.7825e+06 585996 0 -inf 267.093
12690 -4.32445e+06 4.43407e+06 3.7825e+06 585996 0 -inf 254.534
12700 -4.37374e+06 4.42904e+06 3.7825e+06 585996 0 -inf 246.598
12710 -4.42258e+06 4.42362e+06 3.7825e+06 585996 0 -inf 254.665
12720 -4.47097e+06 4.41781e+06 3.7825e+06 585996 0 -inf 257.266
12730 -4.5189e+06 4.4116e+06 3.7825e+06 585996 0 -inf 256.171
12740 -4.56636e+06 4.40501e+06 3.7825e+06 585996 0 -inf 249.686
12750 -4.61336e+06 4.39802e+06 3.7825e+06 585996 0 -inf 256.354
12760 -4.65988e+06 4.39064e+06 3.7825e+06 585996 0 -inf 248.53
12770 -4.70593e+06 4.38287e+06 3.7825e+06 585996 0 -inf 254.876
12780 -4.75149e+06 4.3747e+06 3.7825e+06 585996 0 -inf 252.804
12790 -4.79657e+06 4.36615e+06 3.7825e+06 585996 0 -inf 261.92
12800 -4.84116e+06 4.3572e+06 3.7825e+06 585996 0 -inf 264.171
12810 -4.88526e+06 4.34786e+06 3.7825e+06 585996 0 -inf 251.9
12820 -4.92886e+06 4.33813e+06 3.7825e+06 585996 0 -inf 256.857
12830 -4.97196e+06 4.32801e+06 3.7825e+06 585996 0 -inf 255.244
12840 -5.01455e+06 4.31749e+06 3.7825e+06 585996 0 -inf 254.296
12850 -5.05663e+06 4.30659e+06 3.7825e+06 585996 0 -inf 252.359
12860 -5.0982e+06 4.2953e+06 3.7825e+06 585996 0 -inf 255.017
12870 -5.13925e+06 4.28361e+06 3.7825e+06 585996 0 -inf 251.857
12880 -5.17978e+06 4.27154e+06 3.7825e+06 585996 0 -inf 253.3
12890 -5.21979e+06 4.25908e+06 3.7825e+06 585996 0 -inf 250.483
12900 -5.25927e+06 4.24623e+06 3.7825e+06 585996 0 -inf 249.159
12910 -5.29821e+06 4.23299e+06 3.7825e+06 585996 0 -inf 256.737
12920 -5.33662e+06 4.21937e+06 3.7825e+06 585996 0 -inf 255.169
12930 -5.37449e+06 4.20536e+06 3.7825e+06 585996 0 -inf 258.39
12940 -5.41182e+06 4.19096e+06 3.7825e+06 585996 0 -inf 257.235
12950 -5.4486e+06 4.17618e+06 3.7825e+06 585996 0 -inf 250.507
12960 -5.48484e+06 4.16101e+06 3.7825e+06 585996 0 -inf 261.752
12970 -5.52052e+06 4.14546e+06 3.7825e+06 585996 0 -inf 252.492
12980 -5.55564e+06 4.12953e+06 3.7825e+06 585996 0 -inf 254.911
12990 -5.59021e+06 4.11322e+06 3.7825e+06 585996 0 -inf 246.863
13000 -5.62421e+06 4.09652e+06 3.7825e+06 585996 0 -inf 256.111
13010 -5.65765e+06 4.07944e+06 3.7825e+06 585996 0 -inf 253.729
13020 -5.69053e+06 4.06199e+06 3.7825e+06 585996 0 -inf 255.006
13030 -5.72283e+06 4.04415e+06 3.7825e+06 585996 0 -inf 249.98
13040 -5.75455e+06 4.02594e+06 3.7825e+06 585996 0 -inf 251.55
13050 -5.7857e+06 4.00736e+06 3.7825e+06 585996 0 -inf 257.146
13060 -5.81627e+06 3.98839e+06 3.7825e+06 585996 0 -inf 254.777
13070 -5.84626e+06 3.96906e+06 3.7825e+06 585996 0 -inf 249.818
13080 -5.87567e+06 3.94935e+06 3.7825e+06 585996 0 -inf 254.939
13090 -5.90449e+06 3.92927e+06 3.7825e+06 585996 0 -inf 256.869
13100 -5.93271e+06 3.90881e+06 3.7825e+06 585996 0 -inf 250.812
13110 -5.96035e+06 3.88799e+06 3.7825e+06 585996 0 -inf 249.815
13120 -5.98739e+06 3.8668e+06 3.7825e+06 585996 0 -inf 254.912
13130 -6.01384e+06 3.84525e+06 3.7825e+06 585996 0 -inf 251.137
13140 -6.03968e+06 3.82333e+06 3.7825e+06 585996 0 -inf 254.858
13150 -6.06492e+06 3.80104e+06 3.7825e+06 585996 0 -inf 255.309
13160 -6.08956e+06 3.7784e+06 3.7825e+06 585996 0 -inf 255.032
13170 -6.1136e+06 3.75539e+06 3.7825e+06 585996 0 -inf 253.714
13180 -6.13703e+06 3.73202e+06 3.7825e+06 585996 0 -inf 251.837
13190 -6.15985e+06 3.7083e+06 3.7825e+06 585996 0 -inf 260.442
13200 -6.18205e+06 3.68422e+06 3.7825e+06 585996 0 -inf 245.116
13210 -6.20365e+06 3.65978e+06 3.7825e+06 585996 0 -inf 248.291
13220 -6.22462e+06 3.63499e+06 3.7825e+06 585996 0 -inf 253.031
13230 -6.24498e+06 3.60985e+06 3.7825e+06 585996 0 -inf 253.424
13240 -6.26473e+06 3.58436e+06 3.7825e+06 585996 0 -inf 255.944
13250 -6.28385e+06 3.55852e+06 3.7825e+06 585996 0 -inf 257.479
13260 -6.30235e+06 3.53234e+06 3.7825e+06 585996 0 -inf 253.556
13270 -6.32023e+06 3.50581e+06 3.7825e+06 585996 0 -inf 252.725
13280 -6.33749e+06 3.47894e+06 3.7825e+06 585996 0 -inf 259.101
13290 -6.35411e+06 3.45173e+06 3.7825e+06 585996 0 -inf 250.166
13300 -6.37012e+06 3.42419e+06 3.7825e+06 585996 0 -inf 257.143
13310 -6.38549e+06 3.3963e+06 3.7825e+06 585996 0 -inf 255.643
13320 -6.40023e+06 3.36808e+06 3.7825e+06 585996 0 -inf 183.148
13330 -6.41435e+06 3.33953e+06 3.7825e+06 585996 0 -inf 183.134
13340 -6.42783e+06 3.31065e+06 3.7825e+06 585996 0 -inf 183.12
13350 -6.44068e+06 3.28144e+06 3.7825e+06 585996 0 -inf 183.106
13360 -6.4529e+06 3.2519e+06 3.7825e+06 585996 0 -inf 183.092
13370 -6.46448e+06 3.22204e+06 3.7825e+06 585996 0 -inf 183.078
13380 -6.47543e+06 3.19185e+06 3.7825e+06 585996 0 -inf 183.063
13390 -6.48574e+06 3.16135e+06 3.7825e+06 585996 0 -inf 183.049
13400 -6.49542e+06 3.13053e+06 3.7825e+06 585996 0 -inf 183.034
13410 -6.50446e+06 3.0994e+06 3.7825e+06 585996 0 -inf 183.019
13420 -6.51286e+06 3.06795e+06 3.7825e+06 585996 0 -inf 183.004
13430 -6.52063e+06 3.03619e+06 3.7825e+06 585996 0 -inf 182.988
13440 -6.52775e+06 3.00413e+06 3.7825e+06 585996 0 -inf 182.973
13450 -6.53424e+06 2.97176e+06 3.7825e+06 585996 0 -inf 182.957
13460 -6.54009e+06 2.93908e+06 3.7825e+06 585996 0 -inf 182.941
13470 -6.5453e+06 2.90611e+06 3.7825e+06 585996 0 -inf 182.925
13480 -6.54988e+06 2.87284e+06 3.7825e+06 585996 0 -inf 182.909
13490 -6.55381e+06 2.83927e+06 3.7825e+06 585996 0 -inf 182.893
13500 -6.5571e+06 2.80541e+06 3.7825e+06 585996 0 -inf 182.876
13510 -6.55976e+06 2.77126e+06 3.7825e+06 585996 0 -inf 182.859
13520 -6.56178e+06 2.73682e+06 3.7825e+06 585996 0 -inf 182.843
13530 -6.56315e+06 2.70209e+06 3.7825e+06 585996 0 -inf 182.826
13540 -6.56389e+06 2.66709e+06 3.7825e+06 585996 0 -inf 182.808
13550 -6.564e+06 2.6318e+06 3.7825e+06 585996 0 -inf 182.791
13560 -6.56346e+06 2.59624e+06 3.7825e+06 585996 0 -inf 182.773
13570 -6.56229e+06 2.56041e+06 3.7825e+06 585996 0 -inf 182.756
13580 -6.56048e+06 2.5243e+06 3.7825e+06 585996 0 -inf 182.738
13590 -6.55803e+06 2.48793e+06 3.7825e+06 585996 0 -inf 182.72
13600 -6.55495e+06 2.45129e+06 3.7825e+06 585996 0 -inf 182.702
13610 -6.55124e+06 2.41438e+06 3.7825e+06 585996 0 -inf 182.683
13620 -6.54689e+06 2.37722e+06 3.7825e+06 585996 0 -inf 182.665
13630 -6.5419e+06 2.3398e+06 3.7825e+06 585996 0 -inf 182.646
